0	1	2	hgnc_id	symbol	name	family_id	parent_fam_id
Gene::51603	METTL13	Gene	HGNC:24248	METTL13	methyltransferase 13, eEF1A N-terminus and K55	3411	3370
Gene::51603	METTL13	Gene	HGNC:24248	METTL13	methyltransferase 13, eEF1A N-terminus and K55	3410	3529
Gene::51604	PIGT	Gene	HGNC:14938	PIGT	phosphatidylinositol glycan anchor biosynthesis class T	680	NA
Gene::51604	PIGT	Gene	HGNC:14938	PIGT	phosphatidylinositol glycan anchor biosynthesis class T	1951	NA
Gene::51604	PIGT	Gene	HGNC:14938	PIGT	phosphatidylinositol glycan anchor biosynthesis class T	1691	1690
Gene::51605	TRMT6	Gene	NA	NA	NA	NA	NA
Gene::51606	ATP6V1H	Gene	HGNC:18303	ATP6V1H	ATPase H+ transporting V1 subunit H	415	412
Gene::51606	ATP6V1H	Gene	HGNC:18303	ATP6V1H	ATPase H+ transporting V1 subunit H	1492	NA
Gene::51608	GET4	Gene	HGNC:21690	GET4	guided entry of tail-anchored proteins factor 4	1891	1914
Gene::51608	GET4	Gene	HGNC:21690	GET4	guided entry of tail-anchored proteins factor 4	1914	1915
Gene::5161	PDHA2	Gene	NA	NA	NA	NA	NA
Gene::51611	DPH5	Gene	HGNC:24270	DPH5	diphthamide biosynthesis 5	1808	NA
Gene::51611	DPH5	Gene	HGNC:24270	DPH5	diphthamide biosynthesis 5	3354	3349
Gene::51611	DPH5	Gene	HGNC:24270	DPH5	diphthamide biosynthesis 5	3368	3370
Gene::51614	ERGIC3	Gene	NA	NA	NA	NA	NA
Gene::51616	TAF9B	Gene	NA	NA	NA	NA	NA
Gene::51617	HMP19	Gene	NA	NA	NA	NA	NA
Gene::51619	UBE2D4	Gene	HGNC:21647	UBE2D4	ubiquitin conjugating enzyme E2 D4	102	NA
Gene::5162	PDHB	Gene	HGNC:8808	PDHB	pyruvate dehydrogenase E1 subunit beta	1547	3652
Gene::51621	KLF13	Gene	HGNC:13672	KLF13	KLF transcription factor 13	28	26
Gene::51621	KLF13	Gene	HGNC:13672	KLF13	KLF transcription factor 13	624	NA
Gene::51622	CCZ1	Gene	NA	NA	NA	NA	NA
Gene::51626	DYNC2LI1	Gene	HGNC:24595	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1	2029	538
Gene::51629	SLC25A39	Gene	HGNC:24279	SLC25A39	solute carrier family 25 member 39	2176	752
Gene::5163	PDK1	Gene	HGNC:8809	PDK1	pyruvate dehydrogenase kinase 1	3633	NA
Gene::51631	LUC7L2	Gene	NA	NA	NA	NA	NA
Gene::51633	OTUD6B	Gene	HGNC:24281	OTUD6B	OTU deubiquitinase 6B	669	996
Gene::51634	RBMX2	Gene	HGNC:24282	RBMX2	RNA binding motif protein X-linked 2	725	NA
Gene::51635	DHRS7	Gene	HGNC:21524	DHRS7	dehydrogenase/reductase 7	743	NA
Gene::51637	C14orf166	Gene	NA	NA	NA	NA	NA
Gene::51639	SF3B6	Gene	HGNC:30096	SF3B6	splicing factor 3b subunit 6	1517	1501
Gene::51639	SF3B6	Gene	HGNC:30096	SF3B6	splicing factor 3b subunit 6	1517	1521
Gene::5164	PDK2	Gene	HGNC:8810	PDK2	pyruvate dehydrogenase kinase 2	3633	NA
Gene::51642	MRPL48	Gene	HGNC:16653	MRPL48	mitochondrial ribosomal protein L48	1994	646
Gene::51642	MRPL48	Gene	HGNC:16653	MRPL48	mitochondrial ribosomal protein L48	646	1054
Gene::51643	TMBIM4	Gene	HGNC:24257	TMBIM4	transmembrane BAX inhibitor motif containing 4	1215	NA
Gene::51645	PPIL1	Gene	HGNC:9260	PPIL1	peptidylprolyl isomerase like 1	1507	1518
Gene::51645	PPIL1	Gene	HGNC:9260	PPIL1	peptidylprolyl isomerase like 1	1508	1518
Gene::51645	PPIL1	Gene	HGNC:9260	PPIL1	peptidylprolyl isomerase like 1	1516	1518
Gene::51645	PPIL1	Gene	HGNC:9260	PPIL1	peptidylprolyl isomerase like 1	909	921
Gene::51645	PPIL1	Gene	HGNC:9260	PPIL1	peptidylprolyl isomerase like 1	1510	1518
Gene::51646	YPEL5	Gene	HGNC:18329	YPEL5	yippee like 5	1130	NA
Gene::51646	YPEL5	Gene	HGNC:18329	YPEL5	yippee like 5	1561	NA
Gene::51647	FAM96B	Gene	NA	NA	NA	NA	NA
Gene::51649	MRPS23	Gene	HGNC:14509	MRPS23	mitochondrial ribosomal protein S23	646	1054
Gene::51649	MRPS23	Gene	HGNC:14509	MRPS23	mitochondrial ribosomal protein S23	1996	646
Gene::5165	PDK3	Gene	HGNC:8811	PDK3	pyruvate dehydrogenase kinase 3	3633	NA
Gene::51650	MRPS33	Gene	HGNC:16634	MRPS33	mitochondrial ribosomal protein S33	646	1054
Gene::51650	MRPS33	Gene	HGNC:16634	MRPS33	mitochondrial ribosomal protein S33	1996	646
Gene::51651	PTRH2	Gene	HGNC:24265	PTRH2	peptidyl-tRNA hydrolase 2	1491	NA
Gene::51652	CHMP3	Gene	HGNC:29865	CHMP3	charged multivesicular body protein 3	482	NA
Gene::51652	CHMP3	Gene	HGNC:29865	CHMP3	charged multivesicular body protein 3	1118	1111
Gene::51654	CDK5RAP1	Gene	HGNC:15880	CDK5RAP1	CDK5RAP1 mitochondrial tRNA methylthiotransferase	2036	3349
Gene::51654	CDK5RAP1	Gene	HGNC:15880	CDK5RAP1	CDK5RAP1 mitochondrial tRNA methylthiotransferase	3371	3350
Gene::51655	RASD1	Gene	NA	NA	NA	NA	NA
Gene::51657	STYXL1	Gene	HGNC:18165	STYXL1	serine/threonine/tyrosine interacting like 1	895	711
Gene::51659	GINS2	Gene	HGNC:24575	GINS2	GINS complex subunit 2	931	1999
Gene::5166	PDK4	Gene	HGNC:8812	PDK4	pyruvate dehydrogenase kinase 4	3633	NA
Gene::51660	MPC1	Gene	HGNC:21606	MPC1	mitochondrial pyruvate carrier 1	2204	752
Gene::51661	FKBP7	Gene	HGNC:3723	FKBP7	FKBP prolyl isomerase 7	863	NA
Gene::51661	FKBP7	Gene	HGNC:3723	FKBP7	FKBP prolyl isomerase 7	910	921
Gene::51663	ZFR	Gene	HGNC:17277	ZFR	zinc finger RNA binding protein	1691	1690
Gene::51663	ZFR	Gene	HGNC:17277	ZFR	zinc finger RNA binding protein	84	26
Gene::51665	ASB1	Gene	HGNC:16011	ASB1	ankyrin repeat and SOCS box containing 1	403	NA
Gene::51666	ASB4	Gene	HGNC:16009	ASB4	ankyrin repeat and SOCS box containing 4	403	NA
Gene::51667	NUB1	Gene	NA	NA	NA	NA	NA
Gene::51668	HSPB11	Gene	NA	NA	NA	NA	NA
Gene::51669	SARAF	Gene	NA	NA	NA	NA	NA
Gene::5167	ENPP1	Gene	HGNC:3356	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	1821	NA
Gene::51673	TPPP3	Gene	HGNC:24162	TPPP3	tubulin polymerization promoting protein family member 3	1240	NA
Gene::51676	ASB2	Gene	HGNC:16012	ASB2	ankyrin repeat and SOCS box containing 2	403	NA
Gene::51676	ASB2	Gene	HGNC:16012	ASB2	ankyrin repeat and SOCS box containing 2	1691	1690
Gene::51678	MPP6	Gene	NA	NA	NA	NA	NA
Gene::5168	ENPP2	Gene	HGNC:3357	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	1821	NA
Gene::51684	SUFU	Gene	NA	NA	NA	NA	NA
Gene::51686	OAZ3	Gene	NA	NA	NA	NA	NA
Gene::5169	ENPP3	Gene	HGNC:3358	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3	1821	NA
Gene::5169	ENPP3	Gene	HGNC:3358	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3	471	NA
Gene::51690	LSM7	Gene	HGNC:20470	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated	1505	1506
Gene::51691	LSM8	Gene	HGNC:20471	LSM8	LSM8 homolog, U6 small nuclear RNA associated	1505	1506
Gene::51692	CPSF3	Gene	HGNC:2326	CPSF3	cleavage and polyadenylation specific factor 3	1450	NA
Gene::51692	CPSF3	Gene	HGNC:2326	CPSF3	cleavage and polyadenylation specific factor 3	1687	NA
Gene::51692	CPSF3	Gene	HGNC:2326	CPSF3	cleavage and polyadenylation specific factor 3	1615	1613
Gene::51693	TRAPPC2L	Gene	HGNC:30887	TRAPPC2L	trafficking protein particle complex subunit 2L	772	NA
Gene::51696	HECA	Gene	NA	NA	NA	NA	NA
Gene::51699	VPS29	Gene	HGNC:14340	VPS29	VPS29 retromer complex component	1556	NA
Gene::517	ATP5G2	Gene	NA	NA	NA	NA	NA
Gene::5170	PDPK1	Gene	HGNC:8816	PDPK1	3-phosphoinositide dependent protein kinase 1	3525	1625
Gene::51700	CYB5R2	Gene	HGNC:24376	CYB5R2	cytochrome b5 reductase 2	2258	NA
Gene::51701	NLK	Gene	HGNC:29858	NLK	nemo like kinase	651	652
Gene::51701	NLK	Gene	HGNC:29858	NLK	nemo like kinase	651	3421
Gene::51702	PADI3	Gene	HGNC:18337	PADI3	peptidyl arginine deiminase 3	677	3427
Gene::51702	PADI3	Gene	HGNC:18337	PADI3	peptidyl arginine deiminase 3	1691	1690
Gene::51703	ACSL5	Gene	HGNC:16526	ACSL5	acyl-CoA synthetase long chain family member 5	40	NA
Gene::51704	GPRC5B	Gene	HGNC:13308	GPRC5B	G protein-coupled receptor class C group 5 member B	285	275
Gene::51705	EMCN	Gene	HGNC:16041	EMCN	endomucin	648	NA
Gene::51706	CYB5R1	Gene	HGNC:13397	CYB5R1	cytochrome b5 reductase 1	2258	NA
Gene::51710	ZNF44	Gene	HGNC:13110	ZNF44	zinc finger protein 44	28	26
Gene::51710	ZNF44	Gene	HGNC:13110	ZNF44	zinc finger protein 44	3480	NA
Gene::51714	SELT	Gene	NA	NA	NA	NA	NA
Gene::51715	RAB23	Gene	HGNC:14263	RAB23	RAB23, member RAS oncogene family	388	358
Gene::51719	CAB39	Gene	HGNC:20292	CAB39	calcium binding protein 39	1492	NA
Gene::5172	SLC26A4	Gene	HGNC:8818	SLC26A4	solute carrier family 26 member 4	2177	752
Gene::51720	UIMC1	Gene	HGNC:30298	UIMC1	ubiquitin interaction motif containing 1	1328	NA
Gene::51720	UIMC1	Gene	HGNC:30298	UIMC1	ubiquitin interaction motif containing 1	3344	3728
Gene::51725	FBXO40	Gene	HGNC:29816	FBXO40	F-box protein 40	2139	26
Gene::51725	FBXO40	Gene	HGNC:29816	FBXO40	F-box protein 40	560	557
Gene::51726	DNAJB11	Gene	HGNC:14889	DNAJB11	DnaJ heat shock protein family (Hsp40) member B11	584	582
Gene::51727	CMPK1	Gene	NA	NA	NA	NA	NA
Gene::51728	POLR3K	Gene	HGNC:14121	POLR3K	RNA polymerase III subunit K	726	NA
Gene::51729	WBP11	Gene	HGNC:16461	WBP11	WW domain binding protein 11	1507	1518
Gene::51729	WBP11	Gene	HGNC:16461	WBP11	WW domain binding protein 11	694	NA
Gene::51729	WBP11	Gene	HGNC:16461	WBP11	WW domain binding protein 11	1491	NA
Gene::5173	PDYN	Gene	HGNC:8820	PDYN	prodynorphin	1902	542
Gene::51733	UPB1	Gene	NA	NA	NA	NA	NA
Gene::51734	MSRB1	Gene	HGNC:14133	MSRB1	methionine sulfoxide reductase B1	890	NA
Gene::51735	RAPGEF6	Gene	HGNC:20655	RAPGEF6	Rap guanine nucleotide exchange factor 6	1220	NA
Gene::51738	GHRL	Gene	HGNC:18129	GHRL	ghrelin and obestatin prepropeptide	1902	542
Gene::5174	PDZK1	Gene	HGNC:8821	PDZK1	PDZ domain containing 1	1220	NA
Gene::5174	PDZK1	Gene	HGNC:8821	PDZK1	PDZ domain containing 1	2226	NA
Gene::51741	WWOX	Gene	HGNC:12799	WWOX	WW domain containing oxidoreductase	743	NA
Gene::51742	ARID4B	Gene	HGNC:15550	ARID4B	AT-rich interaction domain 4B	418	NA
Gene::51742	ARID4B	Gene	HGNC:15550	ARID4B	AT-rich interaction domain 4B	1691	1690
Gene::51744	CD244	Gene	HGNC:18171	CD244	CD244 molecule	1410	NA
Gene::51744	CD244	Gene	HGNC:18171	CD244	CD244 molecule	471	NA
Gene::51744	CD244	Gene	HGNC:18171	CD244	CD244 molecule	594	589
Gene::51747	LUC7L3	Gene	NA	NA	NA	NA	NA
Gene::5175	PECAM1	Gene	HGNC:8823	PECAM1	platelet and endothelial cell adhesion molecule 1	1410	NA
Gene::5175	PECAM1	Gene	HGNC:8823	PECAM1	platelet and endothelial cell adhesion molecule 1	471	NA
Gene::5175	PECAM1	Gene	HGNC:8823	PECAM1	platelet and endothelial cell adhesion molecule 1	594	589
Gene::51750	RTEL1	Gene	HGNC:15888	RTEL1	regulator of telomere elongation helicase 1	500	3332
Gene::51751	HIGD1B	Gene	NA	NA	NA	NA	NA
Gene::51752	ERAP1	Gene	HGNC:18173	ERAP1	endoplasmic reticulum aminopeptidase 1	870	NA
Gene::51752	ERAP1	Gene	HGNC:18173	ERAP1	endoplasmic reticulum aminopeptidase 1	1437	2104
Gene::51752	ERAP1	Gene	HGNC:18173	ERAP1	endoplasmic reticulum aminopeptidase 1	104	NA
Gene::51754	TMEM8B	Gene	HGNC:21427	TMEM8B	transmembrane protein 8B	1957	NA
Gene::51755	CDK12	Gene	HGNC:24224	CDK12	cyclin dependent kinase 12	496	3421
Gene::51759	C9orf78	Gene	HGNC:24932	C9orf78	chromosome 9 open reading frame 78	1516	1518
Gene::5176	SERPINF1	Gene	HGNC:8824	SERPINF1	serpin family F member 1	739	NA
Gene::51760	SYT17	Gene	HGNC:24119	SYT17	synaptotagmin 17	765	823
Gene::51761	ATP8A2	Gene	HGNC:13533	ATP8A2	ATPase phospholipid transporting 8A2	1210	414
Gene::51762	RAB8B	Gene	HGNC:30273	RAB8B	RAB8B, member RAS oncogene family	388	358
Gene::51763	INPP5K	Gene	HGNC:33882	INPP5K	inositol polyphosphate-5-phosphatase K	1079	1066
Gene::51764	GNG13	Gene	HGNC:14131	GNG13	G protein subunit gamma 13	1432	1431
Gene::51765	STK26	Gene	HGNC:18174	STK26	serine/threonine kinase 26	1371	NA
Gene::51765	STK26	Gene	HGNC:18174	STK26	serine/threonine kinase 26	3774	3772
Gene::51768	TM7SF3	Gene	NA	NA	NA	NA	NA
Gene::51773	RSF1	Gene	HGNC:18118	RSF1	remodeling and spacing factor 1	88	26
Gene::51773	RSF1	Gene	HGNC:18118	RSF1	remodeling and spacing factor 1	3340	3336
Gene::51776	ZAK	Gene	NA	NA	NA	NA	NA
Gene::51778	MYOZ2	Gene	HGNC:1330	MYOZ2	myozenin 2	1607	NA
Gene::5178	PEG3	Gene	HGNC:8826	PEG3	paternally expressed 3	28	26
Gene::5178	PEG3	Gene	HGNC:8826	PEG3	paternally expressed 3	42	1411
Gene::51780	KDM3B	Gene	HGNC:1337	KDM3B	lysine demethylase 3B	485	1368
Gene::51780	KDM3B	Gene	HGNC:1337	KDM3B	lysine demethylase 3B	485	484
Gene::5179	PENK	Gene	HGNC:8831	PENK	proenkephalin	1902	542
Gene::518	ATP5G3	Gene	NA	NA	NA	NA	NA
Gene::51802	ASIC5	Gene	HGNC:17537	ASIC5	acid sensing ion channel subunit family member 5	290	179
Gene::51802	ASIC5	Gene	HGNC:17537	ASIC5	acid sensing ion channel subunit family member 5	290	161
Gene::51804	SIX4	Gene	HGNC:10890	SIX4	SIX homeobox 4	525	516
Gene::51805	COQ3	Gene	HGNC:18175	COQ3	coenzyme Q3, methyltransferase	2063	1400
Gene::51805	COQ3	Gene	HGNC:18175	COQ3	coenzyme Q3, methyltransferase	3372	3350
Gene::51806	CALML5	Gene	HGNC:18180	CALML5	calmodulin like 5	863	NA
Gene::51807	TUBA8	Gene	HGNC:12410	TUBA8	tubulin alpha 8	3660	778
Gene::51808	PHAX	Gene	NA	NA	NA	NA	NA
Gene::51809	GALNT7	Gene	HGNC:4129	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7	433	424
Gene::51809	GALNT7	Gene	HGNC:4129	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7	1691	1690
Gene::51816	CECR1	Gene	NA	NA	NA	NA	NA
Gene::5182	PEPB	Gene	NA	NA	NA	NA	NA
Gene::5183	PEPC	Gene	NA	NA	NA	NA	NA
Gene::5184	PEPD	Gene	HGNC:8840	PEPD	peptidase D	1442	NA
Gene::5185	PEPE	Gene	NA	NA	NA	NA	NA
Gene::5187	PER1	Gene	HGNC:8845	PER1	period circadian regulator 1	1691	1690
Gene::5187	PER1	Gene	HGNC:8845	PER1	period circadian regulator 1	2127	NA
Gene::5188	GATB	Gene	HGNC:8849	GATB	glutamyl-tRNA amidotransferase subunit B	1663	NA
Gene::5189	PEX1	Gene	HGNC:8850	PEX1	peroxisomal biogenesis factor 1	413	412
Gene::5189	PEX1	Gene	HGNC:8850	PEX1	peroxisomal biogenesis factor 1	957	NA
Gene::5190	PEX6	Gene	HGNC:8859	PEX6	peroxisomal biogenesis factor 6	413	412
Gene::5190	PEX6	Gene	HGNC:8859	PEX6	peroxisomal biogenesis factor 6	957	NA
Gene::5191	PEX7	Gene	HGNC:8860	PEX7	peroxisomal biogenesis factor 7	957	NA
Gene::5191	PEX7	Gene	HGNC:8860	PEX7	peroxisomal biogenesis factor 7	362	NA
Gene::5192	PEX10	Gene	HGNC:8851	PEX10	peroxisomal biogenesis factor 10	58	26
Gene::5192	PEX10	Gene	HGNC:8851	PEX10	peroxisomal biogenesis factor 10	957	NA
Gene::5193	PEX12	Gene	HGNC:8854	PEX12	peroxisomal biogenesis factor 12	957	NA
Gene::5194	PEX13	Gene	HGNC:8855	PEX13	peroxisomal biogenesis factor 13	957	NA
Gene::5195	PEX14	Gene	HGNC:8856	PEX14	peroxisomal biogenesis factor 14	957	NA
Gene::5196	PF4	Gene	NA	NA	NA	NA	NA
Gene::5197	PF4V1	Gene	NA	NA	NA	NA	NA
Gene::5198	PFAS	Gene	HGNC:8863	PFAS	phosphoribosylformylglycinamidine synthase	1569	NA
Gene::5198	PFAS	Gene	HGNC:8863	PFAS	phosphoribosylformylglycinamidine synthase	1408	NA
Gene::5199	CFP	Gene	HGNC:8864	CFP	complement factor properdin	1638	492
Gene::52	ACP1	Gene	HGNC:122	ACP1	acid phosphatase 1	712	703
Gene::52	ACP1	Gene	HGNC:122	ACP1	acid phosphatase 1	1071	1076
Gene::5201	PFDN1	Gene	HGNC:8866	PFDN1	prefoldin subunit 1	956	NA
Gene::5202	PFDN2	Gene	HGNC:8867	PFDN2	prefoldin subunit 2	1496	3635
Gene::5202	PFDN2	Gene	HGNC:8867	PFDN2	prefoldin subunit 2	956	NA
Gene::5203	PFDN4	Gene	HGNC:8868	PFDN4	prefoldin subunit 4	956	NA
Gene::5204	PFDN5	Gene	HGNC:8869	PFDN5	prefoldin subunit 5	956	NA
Gene::5205	ATP8B1	Gene	HGNC:3706	ATP8B1	ATPase phospholipid transporting 8B1	1210	414
Gene::5207	PFKFB1	Gene	HGNC:8872	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	1077	1073
Gene::5208	PFKFB2	Gene	HGNC:8873	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	1077	1073
Gene::5209	PFKFB3	Gene	HGNC:8874	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	1077	1073
Gene::5209	PFKFB3	Gene	HGNC:8874	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	1691	1690
Gene::521	ATP5I	Gene	NA	NA	NA	NA	NA
Gene::5210	PFKFB4	Gene	HGNC:8875	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	1077	1073
Gene::5210	PFKFB4	Gene	HGNC:8875	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	1691	1690
Gene::5211	PFKL	Gene	HGNC:8876	PFKL	phosphofructokinase, liver type	3556	NA
Gene::5212	VIT	Gene	NA	NA	NA	NA	NA
Gene::5213	PFKM	Gene	HGNC:8877	PFKM	phosphofructokinase, muscle	694	NA
Gene::5213	PFKM	Gene	HGNC:8877	PFKM	phosphofructokinase, muscle	1691	1690
Gene::5213	PFKM	Gene	HGNC:8877	PFKM	phosphofructokinase, muscle	3556	NA
Gene::5214	PFKP	Gene	HGNC:8878	PFKP	phosphofructokinase, platelet	3556	NA
Gene::5216	PFN1	Gene	HGNC:8881	PFN1	profilin 1	1827	NA
Gene::5217	PFN2	Gene	HGNC:8882	PFN2	profilin 2	1827	NA
Gene::5218	CDK14	Gene	HGNC:8883	CDK14	cyclin dependent kinase 14	496	3421
Gene::522	ATP5J	Gene	NA	NA	NA	NA	NA
Gene::5222	PGA5	Gene	HGNC:8887	PGA5	pepsinogen A5	1927	1928
Gene::5222	PGA5	Gene	HGNC:8887	PGA5	pepsinogen A5	3607	NA
Gene::5223	PGAM1	Gene	HGNC:8888	PGAM1	phosphoglycerate mutase 1	1078	NA
Gene::5223	PGAM1	Gene	HGNC:8888	PGAM1	phosphoglycerate mutase 1	1082	1073
Gene::5224	PGAM2	Gene	HGNC:8889	PGAM2	phosphoglycerate mutase 2	1078	NA
Gene::5224	PGAM2	Gene	HGNC:8889	PGAM2	phosphoglycerate mutase 2	1082	1073
Gene::5225	PGC	Gene	HGNC:8890	PGC	progastricsin	1927	1928
Gene::5226	PGD	Gene	NA	NA	NA	NA	NA
Gene::5228	PGF	Gene	HGNC:8893	PGF	placental growth factor	1267	542
Gene::5229	PGGT1B	Gene	HGNC:8895	PGGT1B	protein geranylgeranyltransferase type I subunit beta	3623	3621
Gene::523	ATP6V1A	Gene	HGNC:851	ATP6V1A	ATPase H+ transporting V1 subunit A	415	412
Gene::523	ATP6V1A	Gene	HGNC:851	ATP6V1A	ATPase H+ transporting V1 subunit A	2053	NA
Gene::5230	PGK1	Gene	NA	NA	NA	NA	NA
Gene::5232	PGK2	Gene	NA	NA	NA	NA	NA
Gene::5236	PGM1	Gene	NA	NA	NA	NA	NA
Gene::5238	PGM3	Gene	NA	NA	NA	NA	NA
Gene::5239	PGM5	Gene	NA	NA	NA	NA	NA
Gene::5241	PGR	Gene	HGNC:8910	PGR	progesterone receptor	2076	71
Gene::5243	ABCB1	Gene	HGNC:40	ABCB1	ATP binding cassette subfamily B member 1	806	417
Gene::5243	ABCB1	Gene	HGNC:40	ABCB1	ATP binding cassette subfamily B member 1	471	NA
Gene::5243	ABCB1	Gene	HGNC:40	ABCB1	ATP binding cassette subfamily B member 1	1210	414
Gene::5244	ABCB4	Gene	HGNC:45	ABCB4	ATP binding cassette subfamily B member 4	806	417
Gene::5244	ABCB4	Gene	HGNC:45	ABCB4	ATP binding cassette subfamily B member 4	1210	414
Gene::5245	PHB	Gene	NA	NA	NA	NA	NA
Gene::525	ATP6V1B1	Gene	HGNC:853	ATP6V1B1	ATPase H+ transporting V1 subunit B1	415	412
Gene::525	ATP6V1B1	Gene	HGNC:853	ATP6V1B1	ATPase H+ transporting V1 subunit B1	2053	NA
Gene::5250	SLC25A3	Gene	HGNC:10989	SLC25A3	solute carrier family 25 member 3	1835	1838
Gene::5250	SLC25A3	Gene	HGNC:10989	SLC25A3	solute carrier family 25 member 3	2176	752
Gene::5251	PHEX	Gene	HGNC:8918	PHEX	phosphate regulating endopeptidase X-linked	1439	NA
Gene::5252	PHF1	Gene	HGNC:8919	PHF1	PHD finger protein 1	88	26
Gene::5252	PHF1	Gene	HGNC:8919	PHF1	PHD finger protein 1	780	NA
Gene::5253	PHF2	Gene	HGNC:8920	PHF2	PHD finger protein 2	88	26
Gene::5253	PHF2	Gene	HGNC:8920	PHF2	PHD finger protein 2	485	1368
Gene::5253	PHF2	Gene	HGNC:8920	PHF2	PHD finger protein 2	485	484
Gene::5253	PHF2	Gene	HGNC:8920	PHF2	PHD finger protein 2	1691	1690
Gene::5255	PHKA1	Gene	HGNC:8925	PHKA1	phosphorylase kinase regulatory subunit alpha 1	2140	NA
Gene::5256	PHKA2	Gene	HGNC:8926	PHKA2	phosphorylase kinase regulatory subunit alpha 2	2140	NA
Gene::5257	PHKB	Gene	HGNC:8927	PHKB	phosphorylase kinase regulatory subunit beta	2140	NA
Gene::526	ATP6V1B2	Gene	HGNC:854	ATP6V1B2	ATPase H+ transporting V1 subunit B2	415	412
Gene::526	ATP6V1B2	Gene	HGNC:854	ATP6V1B2	ATPase H+ transporting V1 subunit B2	2053	NA
Gene::5260	PHKG1	Gene	HGNC:8930	PHKG1	phosphorylase kinase catalytic subunit gamma 1	2140	NA
Gene::5260	PHKG1	Gene	HGNC:8930	PHKG1	phosphorylase kinase catalytic subunit gamma 1	3540	1630
Gene::5261	PHKG2	Gene	HGNC:8931	PHKG2	phosphorylase kinase catalytic subunit gamma 2	2140	NA
Gene::5261	PHKG2	Gene	HGNC:8931	PHKG2	phosphorylase kinase catalytic subunit gamma 2	3540	1630
Gene::5264	PHYH	Gene	NA	NA	NA	NA	NA
Gene::5265	SERPINA1	Gene	HGNC:8941	SERPINA1	serpin family A member 1	739	NA
Gene::5266	PI3	Gene	HGNC:8947	PI3	peptidase inhibitor 3	361	NA
Gene::5267	SERPINA4	Gene	HGNC:8948	SERPINA4	serpin family A member 4	739	NA
Gene::5268	SERPINB5	Gene	HGNC:8949	SERPINB5	serpin family B member 5	739	NA
Gene::5269	SERPINB6	Gene	HGNC:8950	SERPINB6	serpin family B member 6	739	NA
Gene::527	ATP6V0C	Gene	HGNC:855	ATP6V0C	ATPase H+ transporting V0 subunit c	415	412
Gene::5270	SERPINE2	Gene	HGNC:8951	SERPINE2	serpin family E member 2	739	NA
Gene::5271	SERPINB8	Gene	HGNC:8952	SERPINB8	serpin family B member 8	739	NA
Gene::5272	SERPINB9	Gene	HGNC:8955	SERPINB9	serpin family B member 9	739	NA
Gene::5273	SERPINB10	Gene	HGNC:8942	SERPINB10	serpin family B member 10	739	NA
Gene::5274	SERPINI1	Gene	HGNC:8943	SERPINI1	serpin family I member 1	739	NA
Gene::5275	SERPINB13	Gene	HGNC:8944	SERPINB13	serpin family B member 13	739	NA
Gene::5276	SERPINI2	Gene	HGNC:8945	SERPINI2	serpin family I member 2	739	NA
Gene::5277	PIGA	Gene	HGNC:8957	PIGA	phosphatidylinositol glycan anchor biosynthesis class A	427	424
Gene::5277	PIGA	Gene	HGNC:8957	PIGA	phosphatidylinositol glycan anchor biosynthesis class A	2223	NA
Gene::5277	PIGA	Gene	HGNC:8957	PIGA	phosphatidylinositol glycan anchor biosynthesis class A	680	NA
Gene::5279	PIGC	Gene	HGNC:8960	PIGC	phosphatidylinositol glycan anchor biosynthesis class C	2223	NA
Gene::5279	PIGC	Gene	HGNC:8960	PIGC	phosphatidylinositol glycan anchor biosynthesis class C	680	NA
Gene::528	ATP6V1C1	Gene	HGNC:856	ATP6V1C1	ATPase H+ transporting V1 subunit C1	415	412
Gene::5281	PIGF	Gene	HGNC:8962	PIGF	phosphatidylinositol glycan anchor biosynthesis class F	680	NA
Gene::5283	PIGH	Gene	HGNC:8964	PIGH	phosphatidylinositol glycan anchor biosynthesis class H	2223	NA
Gene::5283	PIGH	Gene	HGNC:8964	PIGH	phosphatidylinositol glycan anchor biosynthesis class H	680	NA
Gene::5284	PIGR	Gene	HGNC:8968	PIGR	polymeric immunoglobulin receptor	590	589
Gene::5286	PIK3C2A	Gene	HGNC:8971	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	831	823
Gene::5287	PIK3C2B	Gene	HGNC:8972	PIK3C2B	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta	831	823
Gene::5288	PIK3C2G	Gene	HGNC:8973	PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma	831	823
